"name","full_name","clone_url","html_url","created_at","updated_at","language","size","stargazers_count","watchers_count","forks_count","topics","visibility","forks","open_issues","watchers"
"mpi-tools","LLNL/mpi-tools","https://github.com/LLNL/mpi-tools.git","https://github.com/LLNL/mpi-tools","2013-11-14T04:27:32Z","2021-09-17T09:56:30Z","C",37,12,12,6,"['mpi']","public",6,4,12
"susy","daschaich/susy","https://github.com/daschaich/susy.git","https://github.com/daschaich/susy","2014-01-08T20:51:52Z","2022-08-24T08:08:33Z","C",19984,11,11,6,"['lattice-gauge-theory', 'mpi', 'physics', 'quantum-field-theory', 'supersymmetry']","public",6,8,11
"Parallel-Matrix-Multiplication-FOX-Algorithm","yangyang14641/Parallel-Matrix-Multiplication-FOX-Algorithm","https://github.com/yangyang14641/Parallel-Matrix-Multiplication-FOX-Algorithm.git","https://github.com/yangyang14641/Parallel-Matrix-Multiplication-FOX-Algorithm","2018-12-23T14:26:01Z","2022-10-06T17:16:56Z","C",57115,11,11,4,"['algorithm-analysis', 'data-parallelism', 'fox-algorithm', 'high-performance-computing', 'intel', 'matrix-multiplication', 'mpi', 'openmp', 'parallel-algorithm', 'supercomputing']","public",4,0,11
"hpc_lab","nowke/hpc_lab","https://github.com/nowke/hpc_lab.git","https://github.com/nowke/hpc_lab","2016-08-30T17:16:21Z","2022-02-04T10:17:48Z","C",10606,10,10,4,"['mpi', 'openmp']","public",4,0,10
"cry","davxy/cry","https://github.com/davxy/cry.git","https://github.com/davxy/cry","2018-08-14T17:18:28Z","2022-06-23T19:44:52Z","C",3936,10,10,1,"['bignum', 'cryptography', 'math', 'mpi', 'multi-precision', 'number-theory']","public",1,3,10
"armci-mpi","pmodels/armci-mpi","https://github.com/pmodels/armci-mpi.git","https://github.com/pmodels/armci-mpi","2017-03-15T17:43:08Z","2022-02-16T12:52:03Z","C",1071,10,10,5,"['armci', 'global-arrays', 'mpi', 'mpi-library', 'one-sided', 'pgas']","public",5,15,10
"OpenMP-MPI_Labs","NJU-TJL/OpenMP-MPI_Labs","https://github.com/NJU-TJL/OpenMP-MPI_Labs.git","https://github.com/NJU-TJL/OpenMP-MPI_Labs","2021-02-21T06:18:00Z","2022-09-19T08:51:53Z","C",10095,10,10,1,"['document-vector', 'document-verification', 'lu-factorization', 'matrix-multiplication', 'mpi', 'openmp', 'parallel', 'vectorization']","public",1,1,10
"parallel-netcdf","wkliao/parallel-netcdf","https://github.com/wkliao/parallel-netcdf.git","https://github.com/wkliao/parallel-netcdf","2016-03-01T22:11:13Z","2021-11-20T22:34:42Z","C",23287,9,9,4,"['fortran', 'io', 'mpi', 'netcdf', 'parallel-computing']","public",4,0,9
"PetIGA","dalcinl/PetIGA","https://github.com/dalcinl/PetIGA.git","https://github.com/dalcinl/PetIGA","2022-03-20T07:22:37Z","2022-09-21T07:01:57Z","C",1030,8,8,0,"['fem', 'isogeometric-analysis', 'mpi', 'petsc']","public",0,1,8
"intermediate-mpi","ENCCS/intermediate-mpi","https://github.com/ENCCS/intermediate-mpi.git","https://github.com/ENCCS/intermediate-mpi","2020-10-28T10:05:04Z","2022-09-03T05:34:01Z","C",7321,8,8,5,"['mpi']","public",5,25,8
"dlb","bsc-pm/dlb","https://github.com/bsc-pm/dlb.git","https://github.com/bsc-pm/dlb","2017-07-11T13:17:01Z","2022-09-02T09:16:43Z","C",4123,8,8,2,"['library', 'load-balancer', 'mpi', 'ompss', 'openmp']","public",2,0,8
"dtcmp","LLNL/dtcmp","https://github.com/LLNL/dtcmp.git","https://github.com/LLNL/dtcmp","2012-05-25T22:17:04Z","2021-09-29T21:13:33Z","C",741,8,8,6,"['mpi']","public",6,1,8
"Game-Of-Life","giorgospan/Game-Of-Life","https://github.com/giorgospan/Game-Of-Life.git","https://github.com/giorgospan/Game-Of-Life","2018-10-26T17:13:36Z","2022-04-06T23:10:08Z","C",174,8,8,1,"['distributed-memory', 'game-of-life', 'mpi', 'openmp', 'parallel-computing']","public",1,0,8
"ember","sstsimulator/ember","https://github.com/sstsimulator/ember.git","https://github.com/sstsimulator/ember","2017-10-24T00:54:31Z","2021-11-30T12:05:23Z","C",84,7,7,7,"['benchmarks', 'communication', 'motifs', 'mpi', 'openshmem', 'patterns', 'shmem', 'simulation', 'snl-mini-apps']","public",7,1,7
"Parallel_Programming_Fall_2018","Alfons0329/Parallel_Programming_Fall_2018","https://github.com/Alfons0329/Parallel_Programming_Fall_2018.git","https://github.com/Alfons0329/Parallel_Programming_Fall_2018","2018-10-12T04:10:54Z","2021-10-20T11:21:21Z","C",196362,6,6,5,"['cuda', 'image-processing', 'mpi', 'nctu-taiwan', 'opencl', 'openmp-parallelization', 'parallel-programming', 'pthreads']","public",5,0,6
"ftdock-mpi","brianjimenez/ftdock-mpi","https://github.com/brianjimenez/ftdock-mpi.git","https://github.com/brianjimenez/ftdock-mpi","2018-03-01T09:13:06Z","2021-10-06T08:54:35Z","C",46,6,6,3,"['docking', 'fftw', 'ftdock', 'mpi', 'protein-protein-docking']","public",3,0,6
"cpds-heat","joaomlneto/cpds-heat","https://github.com/joaomlneto/cpds-heat.git","https://github.com/joaomlneto/cpds-heat","2014-01-11T16:26:19Z","2021-12-25T07:34:49Z","C",51,6,6,3,"['cuda', 'cuda-support', 'gauss-seidel', 'gaussian', 'heat-equation', 'jacobi', 'mpi', 'mpi-applications', 'openmp', 'openmp-applications', 'openmp-parallelization', 'openmp-support', 'openmpi', 'paradigms', 'performance', 'red-black', 'solvers']","public",3,6,6
"simul","LLNL/simul","https://github.com/LLNL/simul.git","https://github.com/LLNL/simul","2016-09-23T22:02:54Z","2022-08-04T15:30:47Z","C",15,6,6,5,"['file-system', 'mpi', 'parallel', 'parallel-computing', 'testing']","public",5,2,6
"BPNN-Face-Recognition-For-Parallel","PAC-P2P/BPNN-Face-Recognition-For-Parallel","https://github.com/PAC-P2P/BPNN-Face-Recognition-For-Parallel.git","https://github.com/PAC-P2P/BPNN-Face-Recognition-For-Parallel","2017-05-27T16:05:46Z","2020-05-05T12:19:43Z","C",10319,6,6,5,"['back-propagation', 'backpropagation', 'bpnn', 'face-recognition', 'mpi', 'neural-network', 'neural-networks', 'openmp', 'pac-p2p', 'parallel']","public",5,3,6
"pblat-cluster","icebert/pblat-cluster","https://github.com/icebert/pblat-cluster.git","https://github.com/icebert/pblat-cluster","2015-05-22T05:31:00Z","2022-09-30T22:50:13Z","C",2151,6,6,0,"['alignment', 'bioinformatics', 'cluster-computing', 'genome', 'mapping', 'mpi', 'parallel']","public",0,1,6
"GameOfLife-MPI-OpenMp-Cuda-","billDrett/GameOfLife-MPI-OpenMp-Cuda-","https://github.com/billDrett/GameOfLife-MPI-OpenMp-Cuda-.git","https://github.com/billDrett/GameOfLife-MPI-OpenMp-Cuda-","2017-06-10T15:00:20Z","2020-12-01T11:49:42Z","C",513,6,6,0,"['cuda', 'mpi', 'mpich', 'openmp', 'parallel-computing', 'simulation']","public",0,0,6
"oshmpi","jeffhammond/oshmpi","https://github.com/jeffhammond/oshmpi.git","https://github.com/jeffhammond/oshmpi","2013-10-03T16:11:24Z","2021-07-27T11:22:44Z","C",1764,5,5,2,"['c', 'communication', 'mpi', 'openshmem', 'shmem']","public",2,8,5
"grid-model","annehutter/grid-model","https://github.com/annehutter/grid-model.git","https://github.com/annehutter/grid-model","2015-11-22T22:20:32Z","2021-05-04T09:44:18Z","C",271172,5,5,2,"['astrophysics', 'cosmological', 'fftw', 'ionization-source', 'mpi', 'photoionization', 'redshift', 'reionization']","public",2,1,5
"matrix-market-suite","jmabuin/matrix-market-suite","https://github.com/jmabuin/matrix-market-suite.git","https://github.com/jmabuin/matrix-market-suite","2016-03-31T08:35:54Z","2022-05-27T15:09:06Z","C",220,6,6,5,"['conjugate-gradient', 'linear-algebra', 'matrices', 'matrix-market', 'mpi']","public",5,0,6
"laik","envelope-project/laik","https://github.com/envelope-project/laik.git","https://github.com/envelope-project/laik","2017-02-15T12:46:37Z","2022-02-23T00:49:13Z","C",2579,5,5,4,"['malleability', 'mpi', 'mpi-support', 'parallel-applications', 'parallel-processing', 'partitioning']","public",4,15,5
"HPC-Password-Cracker","wandersonca/HPC-Password-Cracker","https://github.com/wandersonca/HPC-Password-Cracker.git","https://github.com/wandersonca/HPC-Password-Cracker","2020-09-25T03:22:00Z","2022-06-17T08:50:07Z","C",63963,9,9,5,"['brute-force', 'cracking', 'cuda', 'dictionary-attack', 'mpi', 'openmp', 'openmpi', 'parallel', 'password-cracker', 'sha256']","public",5,0,9
"Corrfunc","manodeep/Corrfunc","https://github.com/manodeep/Corrfunc.git","https://github.com/manodeep/Corrfunc","2015-09-30T05:07:04Z","2022-09-19T15:51:54Z","C",157389,140,140,46,"['astrophysics', 'avx', 'avx2', 'avx512', 'c', 'correlation-functions', 'cosmology', 'galaxies', 'intrinsics', 'large-scale-structure', 'openmp', 'pair-counting', 'python', 'simd', 'sse42']","public",46,39,140
"raytracing-render","lagodiuk/raytracing-render","https://github.com/lagodiuk/raytracing-render.git","https://github.com/lagodiuk/raytracing-render","2013-03-31T21:36:50Z","2022-08-03T17:20:07Z","C",33515,71,71,16,"['antialiasing', 'kd-tree', 'libpng', 'openmp', 'raytracing-render']","public",16,3,71
"mcxx","bsc-pm/mcxx","https://github.com/bsc-pm/mcxx.git","https://github.com/bsc-pm/mcxx","2016-06-01T16:02:42Z","2022-10-10T02:57:20Z","C",42421,61,61,20,"['compiler', 'ompss', 'openmp', 'source-to-source']","public",20,11,61
"dataracebench","LLNL/dataracebench","https://github.com/LLNL/dataracebench.git","https://github.com/LLNL/dataracebench","2017-05-26T09:24:22Z","2022-09-22T01:35:51Z","C",46221,59,59,22,"['benchmark', 'data-race', 'microbenchmarks', 'openmp']","public",22,19,59
"bots","bsc-pm/bots","https://github.com/bsc-pm/bots.git","https://github.com/bsc-pm/bots","2016-12-23T15:56:56Z","2022-09-20T15:59:23Z","C",445,37,37,13,"['benchmark', 'ompss', 'openmp', 'testing']","public",13,2,37
"sollve_vv","SOLLVE/sollve_vv","https://github.com/SOLLVE/sollve_vv.git","https://github.com/SOLLVE/sollve_vv","2018-12-13T21:20:03Z","2022-10-03T01:40:02Z","C",2280,36,36,12,"['compilers', 'openmp', 'openmp-offloading', 'openmp-target', 'testing', 'testing-framework', 'validation', 'verification']","public",12,59,36
"cere","benchmark-subsetting/cere","https://github.com/benchmark-subsetting/cere.git","https://github.com/benchmark-subsetting/cere","2015-06-09T13:28:14Z","2022-08-11T13:36:22Z","C",19124,29,29,17,"['checkpoint-restart', 'llvm', 'openmp', 'optimization', 'replayer', 'tool']","public",17,14,29
"Optimizing-DGEMM-on-Intel-CPUs-with-AVX512F","yzhaiustc/Optimizing-DGEMM-on-Intel-CPUs-with-AVX512F","https://github.com/yzhaiustc/Optimizing-DGEMM-on-Intel-CPUs-with-AVX512F.git","https://github.com/yzhaiustc/Optimizing-DGEMM-on-Intel-CPUs-with-AVX512F","2020-09-08T04:31:56Z","2022-09-28T20:13:52Z","C",3489,25,25,10,"['avx512', 'blas', 'gemm', 'mkl', 'openmp', 'simd']","public",10,0,25
"php_mt_seed","openwall/php_mt_seed","https://github.com/openwall/php_mt_seed.git","https://github.com/openwall/php_mt_seed","2021-01-09T18:56:38Z","2022-09-29T15:19:18Z","C",77,14,14,3,"['cracker', 'mersenne-twister', 'mt', 'openmp', 'php', 'rand', 'random', 'seed', 'simd']","public",3,0,14
"parallel-PCA-openmp","arneish/parallel-PCA-openmp","https://github.com/arneish/parallel-PCA-openmp.git","https://github.com/arneish/parallel-PCA-openmp","2019-03-12T11:48:27Z","2022-01-07T08:53:57Z","C",28885,13,13,2,"['c', 'classical-gram-schmidt', 'gram-schmidt', 'modified-gram-schmidt', 'openmp', 'openmp-parallelization', 'parallel-computing', 'pca', 'pca-analysis', 'principal-component-analysis', 'qr-decomposition', 'singular-value-decomposition', 'svd']","public",2,0,13
"parallel-k-means","arneish/parallel-k-means","https://github.com/arneish/parallel-k-means.git","https://github.com/arneish/parallel-k-means","2019-01-29T13:22:39Z","2021-03-16T07:46:33Z","C",23202,13,13,0,"['c', 'kmeans-clustering', 'matplotlib-figures', 'openmp', 'parallel-algorithm', 'parallel-programming', 'pthreads']","public",0,0,13
"TriangleCounting","KarypisLab/TriangleCounting","https://github.com/KarypisLab/TriangleCounting.git","https://github.com/KarypisLab/TriangleCounting","2018-03-05T04:23:23Z","2022-09-08T16:58:45Z","C",760,11,11,1,"['graph', 'graph-algorithms', 'openmp', 'parallel', 'triangle-counting']","public",1,1,11
"Parallel-Programming-TUM","arslansadiq/Parallel-Programming-TUM","https://github.com/arslansadiq/Parallel-Programming-TUM.git","https://github.com/arslansadiq/Parallel-Programming-TUM","2018-08-23T12:15:06Z","2022-08-04T10:30:22Z","C",120517,10,10,1,"['cuda', 'openmp', 'openmpi', 'pthreads']","public",1,0,10
"imop-compiler","amannougrahiya/imop-compiler","https://github.com/amannougrahiya/imop-compiler.git","https://github.com/amannougrahiya/imop-compiler","2020-02-21T23:24:38Z","2022-08-15T14:12:37Z","C",7725,9,9,1,"['c', 'compilers', 'iit-madras-openmp', 'imop', 'java', 'openmp', 'source-to-source', 'z3-solver']","public",1,0,9
"AutoParBench","LLNL/AutoParBench","https://github.com/LLNL/AutoParBench.git","https://github.com/LLNL/AutoParBench","2020-01-23T01:24:29Z","2022-04-21T14:17:22Z","C",8894,9,9,0,"['benchmark', 'openmp']","public",0,4,9
"tracerr","DLopezMadrid/tracerr","https://github.com/DLopezMadrid/tracerr.git","https://github.com/DLopezMadrid/tracerr","2020-04-25T17:14:35Z","2020-06-12T15:14:32Z","C",7553,9,9,1,"['eigen', 'eigen3', 'openmp', 'parallel-computing', 'ray-tracer', 'raytracer', 'raytracing', 'thread-pool']","public",1,0,9
"Shi_Tomasi_Feature_Detection","balos1/Shi_Tomasi_Feature_Detection","https://github.com/balos1/Shi_Tomasi_Feature_Detection.git","https://github.com/balos1/Shi_Tomasi_Feature_Detection","2017-09-20T04:47:20Z","2021-10-14T10:13:16Z","C",79,8,8,2,"['cuda', 'image-processing', 'openmp', 'shi-tomasi-detection']","public",2,0,8
"K-Truss","KarypisLab/K-Truss","https://github.com/KarypisLab/K-Truss.git","https://github.com/KarypisLab/K-Truss","2018-03-27T21:30:26Z","2022-09-03T18:28:35Z","C",37,7,7,2,"['graph', 'openmp']","public",2,1,7
"parallel-image-processing-algorithms","lapa19/parallel-image-processing-algorithms","https://github.com/lapa19/parallel-image-processing-algorithms.git","https://github.com/lapa19/parallel-image-processing-algorithms","2016-12-19T07:49:48Z","2022-03-06T23:07:07Z","C",2693,7,7,2,"['image-processing', 'openmp', 'otsu', 'parallel', 'pymp']","public",2,0,7
"z_","zakarouf/z_","https://github.com/zakarouf/z_.git","https://github.com/zakarouf/z_","2021-03-17T18:16:47Z","2022-03-29T05:27:15Z","C",17290,7,7,0,"['base', 'c', 'calloc', 'dynamic-arrays', 'linked-list-in-c', 'mathematics', 'memory-tracker', 'meta-programming', 'multi-threading', 'openmp', 'realloc', 'standard-library', 'sys', 'system', 'types']","public",0,0,7
"OMPi","ppg-uoi/OMPi","https://github.com/ppg-uoi/OMPi.git","https://github.com/ppg-uoi/OMPi","2018-05-19T17:23:53Z","2022-03-31T15:33:55Z","C",1376,7,7,1,"['compiler', 'ompi', 'ompicc', 'openmp', 'openmp-support', 'runtime', 'runtime-system', 'source-to-source']","public",1,0,7
"otter","adamtuft/otter","https://github.com/adamtuft/otter.git","https://github.com/adamtuft/otter","2021-04-18T22:42:44Z","2022-05-19T08:33:59Z","C",559,5,5,1,"['directed-acyclic-graph', 'ompt', 'openmp', 'openmpt', 'performance-analysis', 'performance-optimisation', 'task-based-programming', 'tasks', 'tracing', 'visualisation']","public",1,5,5
"omp-logs","GuilloteauQ/omp-logs","https://github.com/GuilloteauQ/omp-logs.git","https://github.com/GuilloteauQ/omp-logs","2019-02-27T09:46:23Z","2021-11-02T13:57:27Z","C",491,7,7,0,"['logging', 'openmp', 'visualization']","public",0,3,7
"Mathy-Compiler","adharshkamath/Mathy-Compiler","https://github.com/adharshkamath/Mathy-Compiler.git","https://github.com/adharshkamath/Mathy-Compiler","2020-06-13T05:26:21Z","2022-03-22T19:58:52Z","C",1323,7,7,1,"['bison', 'c', 'compiler', 'compiler-construction', 'cpp', 'equation', 'flex', 'lex', 'mathematical-equation', 'mathematical-notations', 'omp-parallel', 'openmp', 'openmp-programs', 'parallelization', 'transpiler', 'yacc']","public",1,0,7
"OpenMP","rohinarora/OpenMP","https://github.com/rohinarora/OpenMP.git","https://github.com/rohinarora/OpenMP","2020-02-22T06:09:20Z","2021-07-28T17:25:11Z","C",9443,6,6,0,"['c', 'cpp', 'high-performance-computing', 'openmp', 'openmp-applications', 'openmp-optimization', 'openmp-parallelization', 'openmp-support', 'parallel-algorithm', 'parallel-computing', 'parallel-programming']","public",0,0,6
"OpenMP_C_12_steps_to_Navier_Stokes","soumyasen1809/OpenMP_C_12_steps_to_Navier_Stokes","https://github.com/soumyasen1809/OpenMP_C_12_steps_to_Navier_Stokes.git","https://github.com/soumyasen1809/OpenMP_C_12_steps_to_Navier_Stokes","2020-07-11T11:26:31Z","2022-09-07T21:37:16Z","C",919,6,6,1,"['burgers-equation', 'c', 'cfd', 'computational-fluid-dynamics', 'computational-fluid-simulation', 'convection-diffusion', 'dynamic-memory-allocation', 'navier-stokes-equations', 'openmp', 'parallel-computing']","public",1,0,6
"Parallel-Sudoku-Solver","Shivanshu-Gupta/Parallel-Sudoku-Solver","https://github.com/Shivanshu-Gupta/Parallel-Sudoku-Solver.git","https://github.com/Shivanshu-Gupta/Parallel-Sudoku-Solver","2016-09-22T17:41:44Z","2021-11-23T17:59:33Z","C",441,6,6,2,"['fast', 'openmp', 'parallel-dfs', 'sudoku-solver']","public",2,1,6
"PAR-Laboratoris","carlotacb/PAR-Laboratoris","https://github.com/carlotacb/PAR-Laboratoris.git","https://github.com/carlotacb/PAR-Laboratoris","2019-02-10T18:50:47Z","2020-02-25T11:23:52Z","C",9309,6,6,1,"['boada', 'descomposition', 'fib', 'mandelbrot', 'openmp', 'overhead', 'par', 'sorting-algorithms', 'upc']","public",1,0,6
"openmp_offload_and_blas","colleeneb/openmp_offload_and_blas","https://github.com/colleeneb/openmp_offload_and_blas.git","https://github.com/colleeneb/openmp_offload_and_blas","2019-10-22T04:22:16Z","2022-03-23T07:01:41Z","C",219,6,6,1,"['blas', 'interoperability', 'offloading', 'openmp']","public",1,0,6
"Parallel-Programming","rahulsonone1234/Parallel-Programming","https://github.com/rahulsonone1234/Parallel-Programming.git","https://github.com/rahulsonone1234/Parallel-Programming","2020-04-20T09:38:08Z","2022-05-01T16:33:05Z","C",663,7,7,2,"['c', 'contrast-stretching', 'cpp', 'devlibs', 'edge-detection', 'fopenmp', 'gpu-computing', 'gpu-programming', 'image-processing', 'jpeg', 'jpg-images', 'negation', 'openmp', 'openmp-backend', 'openmp-optimization', 'openmp-parallelization', 'png', 'png-image-generate', 'png-optimizer']","public",2,0,7
"OpenGraphSim","atmughrabi/OpenGraphSim","https://github.com/atmughrabi/OpenGraphSim.git","https://github.com/atmughrabi/OpenGraphSim","2020-08-08T03:24:22Z","2022-06-21T06:36:31Z","C",332033,9,9,1,"['betweenness-centrality', 'bfs', 'cache-simulator', 'connected-components', 'dfs', 'gem5-simulator', 'graph-algorithms', 'openmp', 'pagerank', 'sniper', 'snipersim', 'spmv', 'triangle-counting']","public",1,0,9
"AMG","LLNL/AMG","https://github.com/LLNL/AMG.git","https://github.com/LLNL/AMG","2017-08-17T16:24:00Z","2022-09-05T13:47:46Z","C",629,23,23,16,"['proxy-application']","public",16,2,23
"pynamic","LLNL/pynamic","https://github.com/LLNL/pynamic.git","https://github.com/LLNL/pynamic","2014-04-09T17:55:15Z","2021-11-09T23:29:44Z","C",753,5,5,4,"['proxy-application', 'python']","public",4,2,5
"p4pdes","bueler/p4pdes","https://github.com/bueler/p4pdes.git","https://github.com/bueler/p4pdes","2014-09-21T11:01:32Z","2022-09-30T04:03:31Z","C",4629,127,127,54,"['advection', 'c', 'finite-difference', 'finite-element-methods', 'firedrake', 'fluid-mechanics', 'krylov', 'multigrid', 'newtons-method', 'ordinary-differential-equations', 'parallel-computing', 'partial-differential-equations', 'petsc', 'preconditioning', 'python', 'scientific-computing', 'supercomputing', 'variational-inequality']","public",54,0,127
"openacc-users-group","OpenACCUserGroup/openacc-users-group","https://github.com/OpenACCUserGroup/openacc-users-group.git","https://github.com/OpenACCUserGroup/openacc-users-group","2017-02-07T03:30:19Z","2022-10-02T03:01:42Z","C",7012,70,70,24,"['codes', 'openacc', 'parallel-computing', 'training-materials']","public",24,1,70
"QUICK","merzlab/QUICK","https://github.com/merzlab/QUICK.git","https://github.com/merzlab/QUICK","2019-02-25T02:56:48Z","2022-10-05T19:20:16Z","C",153793,67,67,31,"['chemistry', 'computational-chemistry', 'cuda', 'density-functional-theory', 'electronic-structure-calculations', 'gpu', 'gpu-acceleration', 'hartree-fock', 'parallel-computing', 'quantum-chemistry']","public",31,23,67
"sph_opengl","multiprecision/sph_opengl","https://github.com/multiprecision/sph_opengl.git","https://github.com/multiprecision/sph_opengl","2017-02-06T01:00:41Z","2022-09-13T06:09:50Z","C",8743,58,58,9,"['college-project', 'computational-fluid-dynamics', 'compute-shader', 'fluid-simulation', 'glsl', 'opengl', 'parallel-computing', 'smoothed-particle-hydrodynamics', 'university-project']","public",9,0,58
"explicitSolidDynamics","jibranhaider/explicitSolidDynamics","https://github.com/jibranhaider/explicitSolidDynamics.git","https://github.com/jibranhaider/explicitSolidDynamics","2018-07-03T08:51:03Z","2022-07-01T17:55:07Z","C",105064,43,43,16,"['c-plus-plus', 'explicit-dynamics', 'explicit-solid-dynamics', 'finite-volume', 'openfoam', 'parallel-computing', 'solid-mechanics']","public",16,1,43
"ludwig","ludwig-cf/ludwig","https://github.com/ludwig-cf/ludwig.git","https://github.com/ludwig-cf/ludwig","2018-06-15T16:11:39Z","2022-10-07T04:13:46Z","C",195399,37,37,28,"['fluid-dynamics', 'parallel-computing', 'soft-matter']","public",28,15,37
"mmc","fangq/mmc","https://github.com/fangq/mmc.git","https://github.com/fangq/mmc","2015-01-25T05:05:52Z","2022-06-14T14:56:29Z","C",19756,29,29,27,"['biomedical-image-processing', 'matlab', 'monte-carlo', 'multi-threading', 'parallel-computing', 'photonics', 'transport']","public",27,8,29
"pnl","pnlnum/pnl","https://github.com/pnlnum/pnl.git","https://github.com/pnlnum/pnl","2017-06-29T09:00:28Z","2021-12-25T11:47:34Z","C",13159,16,16,4,"['c', 'parallel-computing', 'scientific-computing']","public",4,0,16
"parallel-distributed-computing-C","Dainerx/parallel-distributed-computing-C","https://github.com/Dainerx/parallel-distributed-computing-C.git","https://github.com/Dainerx/parallel-distributed-computing-C","2019-10-04T10:54:52Z","2022-05-18T13:36:58Z","C",183,14,14,2,"['c', 'mathematics', 'parallel-computing']","public",2,0,14
"MatrixComputeEngine","shumink/MatrixComputeEngine","https://github.com/shumink/MatrixComputeEngine.git","https://github.com/shumink/MatrixComputeEngine","2018-04-09T08:58:25Z","2019-07-18T00:49:12Z","C",30,10,10,1,"['parallel-computing', 'pthreads', 'sse']","public",1,0,10
"pthreads","manasesjesus/pthreads","https://github.com/manasesjesus/pthreads.git","https://github.com/manasesjesus/pthreads","2017-10-09T00:08:32Z","2022-09-07T14:07:00Z","C",28,6,6,3,"['mutex', 'n-queens', 'parallel-computing', 'posix-threads', 'pthreads', 'pthreads-api', 'pythagoras', 'queens-puzzle']","public",3,0,6
"fft-dft-opencl","pradeepsinngh/fft-dft-opencl","https://github.com/pradeepsinngh/fft-dft-opencl.git","https://github.com/pradeepsinngh/fft-dft-opencl","2016-10-13T17:20:27Z","2020-02-18T23:31:17Z","C",692,6,6,3,"['fpga', 'opencl', 'parallel-computing', 'signal-processing']","public",3,0,6
"multicore-nios","Goshik92/multicore-nios","https://github.com/Goshik92/multicore-nios.git","https://github.com/Goshik92/multicore-nios","2020-02-12T01:19:02Z","2022-06-21T16:09:02Z","C",409,8,8,4,"['de2-115', 'fpga', 'fpga-soc', 'hdl', 'mailbox', 'matrix-multiplication', 'nios', 'nios2', 'parallel-computing', 'parallel-programming', 'platform-designer', 'qsys', 'quartus', 'shared-memory', 'sopc', 'spmd', 'verilog']","public",4,0,8
"adaptive-boxes-gpu","jnfran92/adaptive-boxes-gpu","https://github.com/jnfran92/adaptive-boxes-gpu.git","https://github.com/jnfran92/adaptive-boxes-gpu","2019-07-15T22:03:33Z","2022-01-02T08:11:44Z","C",813,6,6,0,"['acoustics', 'computational-acoustics', 'cuda', 'domain-decomposition', 'gpu', 'mesh', 'parallel-computing', 'rectangle-covering', 'rectangle-detection', 'rectangular-decomposition', 'sound-propagation-modeling']","public",0,2,6
"tc-optimizer","piotr-skotnicki/tc-optimizer","https://github.com/piotr-skotnicki/tc-optimizer.git","https://github.com/piotr-skotnicki/tc-optimizer","2018-06-15T16:46:30Z","2020-11-11T19:32:17Z","C",1018,5,5,0,"['automatic-parallelization', 'code-locality', 'compiler', 'dependence-graph', 'iteration-space-slicing', 'loop-optimization', 'optimizing-compiler', 'parallel-computing', 'polyhedral-model', 'source-to-source', 'stencils', 'synchronization-free-parallelism', 'tiling', 'transitive-closure']","public",0,0,5
"Matrix-Vector-Multiplication-OPEN_MPI","dom0000D/Matrix-Vector-Multiplication-OPEN_MPI","https://github.com/dom0000D/Matrix-Vector-Multiplication-OPEN_MPI.git","https://github.com/dom0000D/Matrix-Vector-Multiplication-OPEN_MPI","2022-04-20T20:01:09Z","2022-06-13T19:37:43Z","C",5018,5,5,2,"['c', 'openmpi', 'parallel-computing']","public",2,0,5
"parallel-pagerank","nikos912000/parallel-pagerank","https://github.com/nikos912000/parallel-pagerank.git","https://github.com/nikos912000/parallel-pagerank","2014-07-28T00:13:34Z","2022-04-08T06:24:21Z","C",7,6,6,1,"['pagerank', 'parallel-computing', 'pthreads']","public",1,0,6
"datoviz","datoviz/datoviz","https://github.com/datoviz/datoviz.git","https://github.com/datoviz/datoviz","2020-07-21T20:48:09Z","2022-10-10T03:58:45Z","C",5445,392,392,21,"['c', 'cpp', 'data-visualization', 'data-viz', 'gpu', 'graphics', 'python', 'rendering', 'scientific-computing', 'scientific-visualization', 'visualization', 'vulkan']","public",21,16,392
"numo-narray","ruby-numo/numo-narray","https://github.com/ruby-numo/numo-narray.git","https://github.com/ruby-numo/numo-narray","2013-07-11T11:22:52Z","2022-10-09T21:20:12Z","C",3148,354,354,36,"['narray', 'numo', 'ruby', 'ruby-numo', 'scientific-computing']","public",36,47,354
"phpsci-carray","phpsci/phpsci-carray","https://github.com/phpsci/phpsci-carray.git","https://github.com/phpsci/phpsci-carray","2018-02-25T15:09:27Z","2022-09-09T10:59:58Z","C",481,188,188,15,"['carray', 'linear-algebra', 'matrices', 'matrix', 'openblas', 'php', 'php-array', 'php-library', 'php7', 'phpsci-carray', 'phpsci-extension', 'psr-0', 'psr-1', 'psr-2', 'scientific-computing']","public",15,2,188
"sts","arcetri/sts","https://github.com/arcetri/sts.git","https://github.com/arcetri/sts","2016-12-06T19:29:50Z","2022-08-28T20:34:27Z","C",62483,66,66,20,"['cryptography', 'fftw', 'nist', 'prng', 'random-number-generators', 'scientific-computing', 'statistical-tests', 'sts']","public",20,1,66
"McCode","McStasMcXtrace/McCode","https://github.com/McStasMcXtrace/McCode.git","https://github.com/McStasMcXtrace/McCode","2015-03-23T13:24:22Z","2022-10-07T12:14:53Z","C",1439318,58,58,45,"['c', 'neutron', 'raytracing', 'scientific-computing', 'simulation', 'x-ray']","public",45,272,58
