"name","full_name","clone_url","html_url","created_at","updated_at","language","size","stargazers_count","watchers_count","forks_count","topics","visibility","forks","open_issues","watchers"
"fuzzball","fuzzball-muck/fuzzball","https://github.com/fuzzball-muck/fuzzball.git","https://github.com/fuzzball-muck/fuzzball","2015-05-29T12:27:05Z","2022-09-15T08:15:45Z","C",10813,38,38,26,"['fuzzball', 'fuzzball-muck', 'linux', 'mpi', 'muck', 'muf']","public",26,76,38
"mpiBench","LLNL/mpiBench","https://github.com/LLNL/mpiBench.git","https://github.com/LLNL/mpiBench","2017-09-15T18:13:11Z","2022-10-03T06:08:36Z","C",21,38,38,16,"['mpi', 'performance']","public",16,2,38
"Recorder","uiuc-hpc/Recorder","https://github.com/uiuc-hpc/Recorder.git","https://github.com/uiuc-hpc/Recorder","2019-05-04T21:33:50Z","2022-07-31T20:35:41Z","C",16608,32,32,8,"['hdf5', 'hpc-applications', 'mpi', 'posix', 'tracing', 'visualization']","public",8,1,32
"sboxgates","dansarie/sboxgates","https://github.com/dansarie/sboxgates.git","https://github.com/dansarie/sboxgates","2017-01-18T02:15:48Z","2022-09-30T13:53:34Z","C",400,30,30,15,"['cryptanalysis', 'cuda', 'logic-circuit', 'mpi']","public",15,2,30
"parallel-programming","imsure/parallel-programming","https://github.com/imsure/parallel-programming.git","https://github.com/imsure/parallel-programming","2014-10-29T22:52:34Z","2022-09-17T04:28:55Z","C",240,26,26,12,"['c', 'mpi', 'openmp', 'parallel-programming', 'pthreads']","public",12,1,26
"PnMPI","LLNL/PnMPI","https://github.com/LLNL/PnMPI.git","https://github.com/LLNL/PnMPI","2010-10-17T04:54:06Z","2022-08-03T14:14:40Z","C",1498,21,21,11,"['mpi']","public",11,7,21
"parallel-convolution","jimouris/parallel-convolution","https://github.com/jimouris/parallel-convolution.git","https://github.com/jimouris/parallel-convolution","2015-10-06T09:03:43Z","2022-06-12T14:06:26Z","C",21003,23,23,13,"['blur-filter', 'cuda', 'image-convolution', 'image-processing', 'mpi', 'mpi-library', 'parallel-processing']","public",13,0,23
"mpimemu","hpc/mpimemu","https://github.com/hpc/mpimemu.git","https://github.com/hpc/mpimemu","2011-09-07T20:06:14Z","2022-07-26T01:53:49Z","C",4393,17,17,7,"['benchmark', 'memory', 'mpi']","public",7,7,17
"nbody-simulation","dileban/nbody-simulation","https://github.com/dileban/nbody-simulation.git","https://github.com/dileban/nbody-simulation","2017-11-17T12:41:08Z","2022-10-04T05:30:05Z","C",22,16,16,12,"['distributed-systems', 'mpi']","public",12,0,16
"selFIe","cea-hpc/selFIe","https://github.com/cea-hpc/selFIe.git","https://github.com/cea-hpc/selFIe","2017-02-15T13:56:58Z","2022-09-09T06:58:34Z","C",188,16,16,4,"['light-profiling-engine', 'linux', 'mpi', 'papi', 'profile', 'profiling', 'selfie']","public",4,5,16
"StarNEig","NLAFET/StarNEig","https://github.com/NLAFET/StarNEig.git","https://github.com/NLAFET/StarNEig","2019-04-27T11:31:14Z","2022-10-06T11:58:09Z","C",29199,14,14,0,"['distributed-memory', 'eigenvalueproblems', 'eigenvalues', 'eigenvectors', 'gpu', 'hessenberg', 'hessenberg-forms', 'hessenberg-reduction', 'library', 'mpi', 'nlafet', 'parallel-computing', 'qz-algorithm', 'schur-decomposition', 'schur-form', 'schur-reduction', 'shared-memory', 'starpu', 'task-based']","public",0,0,14
"ParallelProgrammingCourse","yangyang14641/ParallelProgrammingCourse","https://github.com/yangyang14641/ParallelProgrammingCourse.git","https://github.com/yangyang14641/ParallelProgrammingCourse","2018-03-07T15:36:14Z","2021-12-24T15:36:29Z","C",42939,13,13,8,"['computer-system', 'homeworks', 'mpi', 'openmp', 'parallel-algorithm', 'parallel-framework', 'parallel-programming', 'peking-university', 'performance-analysis', 'performance-tuning', 'performance-visualization', 'pthreads']","public",8,0,13
"mpi-tools","LLNL/mpi-tools","https://github.com/LLNL/mpi-tools.git","https://github.com/LLNL/mpi-tools","2013-11-14T04:27:32Z","2021-09-17T09:56:30Z","C",37,12,12,6,"['mpi']","public",6,4,12
"susy","daschaich/susy","https://github.com/daschaich/susy.git","https://github.com/daschaich/susy","2014-01-08T20:51:52Z","2022-08-24T08:08:33Z","C",19984,11,11,6,"['lattice-gauge-theory', 'mpi', 'physics', 'quantum-field-theory', 'supersymmetry']","public",6,8,11
"Parallel-Matrix-Multiplication-FOX-Algorithm","yangyang14641/Parallel-Matrix-Multiplication-FOX-Algorithm","https://github.com/yangyang14641/Parallel-Matrix-Multiplication-FOX-Algorithm.git","https://github.com/yangyang14641/Parallel-Matrix-Multiplication-FOX-Algorithm","2018-12-23T14:26:01Z","2022-10-06T17:16:56Z","C",57115,11,11,4,"['algorithm-analysis', 'data-parallelism', 'fox-algorithm', 'high-performance-computing', 'intel', 'matrix-multiplication', 'mpi', 'openmp', 'parallel-algorithm', 'supercomputing']","public",4,0,11
"hpc_lab","nowke/hpc_lab","https://github.com/nowke/hpc_lab.git","https://github.com/nowke/hpc_lab","2016-08-30T17:16:21Z","2022-02-04T10:17:48Z","C",10606,10,10,4,"['mpi', 'openmp']","public",4,0,10
"cry","davxy/cry","https://github.com/davxy/cry.git","https://github.com/davxy/cry","2018-08-14T17:18:28Z","2022-06-23T19:44:52Z","C",3936,10,10,1,"['bignum', 'cryptography', 'math', 'mpi', 'multi-precision', 'number-theory']","public",1,3,10
"armci-mpi","pmodels/armci-mpi","https://github.com/pmodels/armci-mpi.git","https://github.com/pmodels/armci-mpi","2017-03-15T17:43:08Z","2022-02-16T12:52:03Z","C",1071,10,10,5,"['armci', 'global-arrays', 'mpi', 'mpi-library', 'one-sided', 'pgas']","public",5,15,10
"OpenMP-MPI_Labs","NJU-TJL/OpenMP-MPI_Labs","https://github.com/NJU-TJL/OpenMP-MPI_Labs.git","https://github.com/NJU-TJL/OpenMP-MPI_Labs","2021-02-21T06:18:00Z","2022-09-19T08:51:53Z","C",10095,10,10,1,"['document-vector', 'document-verification', 'lu-factorization', 'matrix-multiplication', 'mpi', 'openmp', 'parallel', 'vectorization']","public",1,1,10
"parallel-netcdf","wkliao/parallel-netcdf","https://github.com/wkliao/parallel-netcdf.git","https://github.com/wkliao/parallel-netcdf","2016-03-01T22:11:13Z","2021-11-20T22:34:42Z","C",23287,9,9,4,"['fortran', 'io', 'mpi', 'netcdf', 'parallel-computing']","public",4,0,9
"PetIGA","dalcinl/PetIGA","https://github.com/dalcinl/PetIGA.git","https://github.com/dalcinl/PetIGA","2022-03-20T07:22:37Z","2022-09-21T07:01:57Z","C",1030,8,8,0,"['fem', 'isogeometric-analysis', 'mpi', 'petsc']","public",0,1,8
"intermediate-mpi","ENCCS/intermediate-mpi","https://github.com/ENCCS/intermediate-mpi.git","https://github.com/ENCCS/intermediate-mpi","2020-10-28T10:05:04Z","2022-09-03T05:34:01Z","C",7321,8,8,5,"['mpi']","public",5,25,8
"dlb","bsc-pm/dlb","https://github.com/bsc-pm/dlb.git","https://github.com/bsc-pm/dlb","2017-07-11T13:17:01Z","2022-09-02T09:16:43Z","C",4123,8,8,2,"['library', 'load-balancer', 'mpi', 'ompss', 'openmp']","public",2,0,8
"dtcmp","LLNL/dtcmp","https://github.com/LLNL/dtcmp.git","https://github.com/LLNL/dtcmp","2012-05-25T22:17:04Z","2021-09-29T21:13:33Z","C",741,8,8,6,"['mpi']","public",6,1,8
"Game-Of-Life","giorgospan/Game-Of-Life","https://github.com/giorgospan/Game-Of-Life.git","https://github.com/giorgospan/Game-Of-Life","2018-10-26T17:13:36Z","2022-04-06T23:10:08Z","C",174,8,8,1,"['distributed-memory', 'game-of-life', 'mpi', 'openmp', 'parallel-computing']","public",1,0,8
"ember","sstsimulator/ember","https://github.com/sstsimulator/ember.git","https://github.com/sstsimulator/ember","2017-10-24T00:54:31Z","2021-11-30T12:05:23Z","C",84,7,7,7,"['benchmarks', 'communication', 'motifs', 'mpi', 'openshmem', 'patterns', 'shmem', 'simulation', 'snl-mini-apps']","public",7,1,7
"Parallel_Programming_Fall_2018","Alfons0329/Parallel_Programming_Fall_2018","https://github.com/Alfons0329/Parallel_Programming_Fall_2018.git","https://github.com/Alfons0329/Parallel_Programming_Fall_2018","2018-10-12T04:10:54Z","2021-10-20T11:21:21Z","C",196362,6,6,5,"['cuda', 'image-processing', 'mpi', 'nctu-taiwan', 'opencl', 'openmp-parallelization', 'parallel-programming', 'pthreads']","public",5,0,6
"ftdock-mpi","brianjimenez/ftdock-mpi","https://github.com/brianjimenez/ftdock-mpi.git","https://github.com/brianjimenez/ftdock-mpi","2018-03-01T09:13:06Z","2021-10-06T08:54:35Z","C",46,6,6,3,"['docking', 'fftw', 'ftdock', 'mpi', 'protein-protein-docking']","public",3,0,6
"cpds-heat","joaomlneto/cpds-heat","https://github.com/joaomlneto/cpds-heat.git","https://github.com/joaomlneto/cpds-heat","2014-01-11T16:26:19Z","2021-12-25T07:34:49Z","C",51,6,6,3,"['cuda', 'cuda-support', 'gauss-seidel', 'gaussian', 'heat-equation', 'jacobi', 'mpi', 'mpi-applications', 'openmp', 'openmp-applications', 'openmp-parallelization', 'openmp-support', 'openmpi', 'paradigms', 'performance', 'red-black', 'solvers']","public",3,6,6
"simul","LLNL/simul","https://github.com/LLNL/simul.git","https://github.com/LLNL/simul","2016-09-23T22:02:54Z","2022-08-04T15:30:47Z","C",15,6,6,5,"['file-system', 'mpi', 'parallel', 'parallel-computing', 'testing']","public",5,2,6
"BPNN-Face-Recognition-For-Parallel","PAC-P2P/BPNN-Face-Recognition-For-Parallel","https://github.com/PAC-P2P/BPNN-Face-Recognition-For-Parallel.git","https://github.com/PAC-P2P/BPNN-Face-Recognition-For-Parallel","2017-05-27T16:05:46Z","2020-05-05T12:19:43Z","C",10319,6,6,5,"['back-propagation', 'backpropagation', 'bpnn', 'face-recognition', 'mpi', 'neural-network', 'neural-networks', 'openmp', 'pac-p2p', 'parallel']","public",5,3,6
"pblat-cluster","icebert/pblat-cluster","https://github.com/icebert/pblat-cluster.git","https://github.com/icebert/pblat-cluster","2015-05-22T05:31:00Z","2022-09-30T22:50:13Z","C",2151,6,6,0,"['alignment', 'bioinformatics', 'cluster-computing', 'genome', 'mapping', 'mpi', 'parallel']","public",0,1,6
"GameOfLife-MPI-OpenMp-Cuda-","billDrett/GameOfLife-MPI-OpenMp-Cuda-","https://github.com/billDrett/GameOfLife-MPI-OpenMp-Cuda-.git","https://github.com/billDrett/GameOfLife-MPI-OpenMp-Cuda-","2017-06-10T15:00:20Z","2020-12-01T11:49:42Z","C",513,6,6,0,"['cuda', 'mpi', 'mpich', 'openmp', 'parallel-computing', 'simulation']","public",0,0,6
"oshmpi","jeffhammond/oshmpi","https://github.com/jeffhammond/oshmpi.git","https://github.com/jeffhammond/oshmpi","2013-10-03T16:11:24Z","2021-07-27T11:22:44Z","C",1764,5,5,2,"['c', 'communication', 'mpi', 'openshmem', 'shmem']","public",2,8,5
"grid-model","annehutter/grid-model","https://github.com/annehutter/grid-model.git","https://github.com/annehutter/grid-model","2015-11-22T22:20:32Z","2021-05-04T09:44:18Z","C",271172,5,5,2,"['astrophysics', 'cosmological', 'fftw', 'ionization-source', 'mpi', 'photoionization', 'redshift', 'reionization']","public",2,1,5
"matrix-market-suite","jmabuin/matrix-market-suite","https://github.com/jmabuin/matrix-market-suite.git","https://github.com/jmabuin/matrix-market-suite","2016-03-31T08:35:54Z","2022-05-27T15:09:06Z","C",220,6,6,5,"['conjugate-gradient', 'linear-algebra', 'matrices', 'matrix-market', 'mpi']","public",5,0,6
"laik","envelope-project/laik","https://github.com/envelope-project/laik.git","https://github.com/envelope-project/laik","2017-02-15T12:46:37Z","2022-02-23T00:49:13Z","C",2579,5,5,4,"['malleability', 'mpi', 'mpi-support', 'parallel-applications', 'parallel-processing', 'partitioning']","public",4,15,5
"HPC-Password-Cracker","wandersonca/HPC-Password-Cracker","https://github.com/wandersonca/HPC-Password-Cracker.git","https://github.com/wandersonca/HPC-Password-Cracker","2020-09-25T03:22:00Z","2022-06-17T08:50:07Z","C",63963,9,9,5,"['brute-force', 'cracking', 'cuda', 'dictionary-attack', 'mpi', 'openmp', 'openmpi', 'parallel', 'password-cracker', 'sha256']","public",5,0,9
"pot","drewthomas/pot","https://github.com/drewthomas/pot.git","https://github.com/drewthomas/pot","2016-03-09T22:19:27Z","2019-10-09T16:48:40Z","C",5825,4,4,0,"['mpi', 'physics-simulation', 'plasma-physics']","public",0,0,4
"Parallel-Programming","Ahmed-Ibrahim-30/Parallel-Programming","https://github.com/Ahmed-Ibrahim-30/Parallel-Programming.git","https://github.com/Ahmed-Ibrahim-30/Parallel-Programming","2022-06-23T22:12:38Z","2022-07-31T16:27:26Z","C",12628,4,4,0,"['histogram-specification', 'kmeans-clustering-algorithm', 'mpi', 'mpi-applications', 'mpi-openmp', 'openmp-optimization', 'openmp-parallelization', 'parallel-programming']","public",0,0,4
"2D-Image-Convolution-MPI-SIMD","baziotis/2D-Image-Convolution-MPI-SIMD","https://github.com/baziotis/2D-Image-Convolution-MPI-SIMD.git","https://github.com/baziotis/2D-Image-Convolution-MPI-SIMD","2018-10-26T20:20:08Z","2022-03-14T16:33:03Z","C",119,4,4,1,"['avx', 'c', 'convolution', 'image-processing', 'mpi', 'simd']","public",1,0,4
"countdown","EEESlab/countdown","https://github.com/EEESlab/countdown.git","https://github.com/EEESlab/countdown","2018-06-23T16:20:12Z","2022-08-31T10:37:51Z","C",1255,4,4,6,"['energy-efficiency', 'mpi', 'msr-kernel', 'perf', 'performance-monitoring']","public",6,0,4
"ComputerScience_UNI","fmorenovr/ComputerScience_UNI","https://github.com/fmorenovr/ComputerScience_UNI.git","https://github.com/fmorenovr/ComputerScience_UNI","2020-04-23T05:42:31Z","2022-10-05T14:48:14Z","C",212686,4,4,1,"['algorithms', 'compiler', 'computer-architecture', 'computer-graphics', 'computer-networks', 'computer-security', 'computer-vision', 'concurrent-programming', 'data-structures', 'databases', 'distributed-computing', 'genetic-algorithm', 'mpi', 'numerical-analysis', 'opengl', 'openmp', 'parallel-computing', 'simulation-modeling', 'software-engineering', 'statistics']","public",1,0,4
"pps-ntua","PanosAntoniadis/pps-ntua","https://github.com/PanosAntoniadis/pps-ntua.git","https://github.com/PanosAntoniadis/pps-ntua","2019-10-30T15:47:34Z","2021-12-25T07:34:52Z","C",11374,4,4,1,"['floyd-warshall-algorithm', 'game-of-life', 'heat-equation', 'mpi', 'openmp', 'parallel-computing', 'parallel-programming', 'tbb']","public",1,0,4
"KMEANS-Clustering-C-OPENMP-CUDA-MPI","VenkateshBH99/KMEANS-Clustering-C-OPENMP-CUDA-MPI","https://github.com/VenkateshBH99/KMEANS-Clustering-C-OPENMP-CUDA-MPI.git","https://github.com/VenkateshBH99/KMEANS-Clustering-C-OPENMP-CUDA-MPI","2019-12-05T17:13:45Z","2021-01-13T06:38:04Z","C",3272,4,4,3,"['c', 'cuda', 'images', 'kmeans-clustering', 'mpi', 'multiprogramming', 'omp-parallel', 'scripting-language', 'time', 'unsupervised-machine-learning']","public",3,3,4
"mpiBWA","bioinfo-pf-curie/mpiBWA","https://github.com/bioinfo-pf-curie/mpiBWA.git","https://github.com/bioinfo-pf-curie/mpiBWA","2020-01-24T10:17:20Z","2022-04-28T08:48:06Z","C",4550,4,4,1,"['alignment', 'bwa-mem', 'mpi', 'mpirun', 'parallel', 'threads']","public",1,1,4
"BPNN-Face-Recognition","PAC-P2P/BPNN-Face-Recognition","https://github.com/PAC-P2P/BPNN-Face-Recognition.git","https://github.com/PAC-P2P/BPNN-Face-Recognition","2017-05-22T12:45:56Z","2020-12-01T10:14:22Z","C",10070,4,4,3,"['backpropagation', 'bpnn', 'c', 'face-recognition', 'mpi', 'neural-network']","public",3,1,4
"lwgrp","LLNL/lwgrp","https://github.com/LLNL/lwgrp.git","https://github.com/LLNL/lwgrp","2012-08-06T20:57:39Z","2021-09-29T20:57:54Z","C",1306,4,4,5,"['mpi', 'shell']","public",5,2,4
"Consensus-Problem-using-MPI","HxnDev/Consensus-Problem-using-MPI","https://github.com/HxnDev/Consensus-Problem-using-MPI.git","https://github.com/HxnDev/Consensus-Problem-using-MPI","2021-08-11T06:31:46Z","2021-08-14T23:14:45Z","C",159,4,4,0,"['c', 'code', 'consensus', 'consensus-clustering', 'mpi', 'mpich', 'parallel-programming']","public",0,0,4
"parallel-computing","minar09/parallel-computing","https://github.com/minar09/parallel-computing.git","https://github.com/minar09/parallel-computing","2019-06-08T15:56:25Z","2022-04-16T04:42:39Z","C",31,4,4,0,"['computing', 'gauss-seidel', 'jacobi', 'mpi', 'omp', 'openmp', 'parallel']","public",0,0,4
"HiggsYukawa","daschaich/HiggsYukawa","https://github.com/daschaich/HiggsYukawa.git","https://github.com/daschaich/HiggsYukawa","2015-09-17T22:30:02Z","2021-12-10T08:21:16Z","C",838,3,3,4,"['lattice-field-theory', 'mpi', 'physics', 'quantum-field-theory']","public",4,1,3
"ParallelMatrixMarket","william-dawson/ParallelMatrixMarket","https://github.com/william-dawson/ParallelMatrixMarket.git","https://github.com/william-dawson/ParallelMatrixMarket","2017-09-01T10:44:21Z","2022-01-01T21:51:32Z","C",76,3,3,3,"['io', 'matrix', 'matrix-library', 'matrix-market', 'mpi', 'parallel-io', 'sparse-matrix']","public",3,2,3
"HPC","AndreiCNitu/HPC","https://github.com/AndreiCNitu/HPC.git","https://github.com/AndreiCNitu/HPC","2018-10-11T10:56:32Z","2020-08-18T18:56:20Z","C",142934,3,3,0,"['high-performance-computing', 'mpi', 'opencl', 'openmp', 'sycl']","public",0,0,3
"lattice-boltzmann-method","dssgabriel/lattice-boltzmann-method","https://github.com/dssgabriel/lattice-boltzmann-method.git","https://github.com/dssgabriel/lattice-boltzmann-method","2022-04-19T08:15:58Z","2022-09-28T21:08:05Z","C",3451,3,3,1,"['cfd', 'lattice-boltzmann', 'mpi', 'openmp', 'optimization', 'performance-analysis', 'simulation']","public",1,0,3
"n-Body_MPI","CiccioTecchio/n-Body_MPI","https://github.com/CiccioTecchio/n-Body_MPI.git","https://github.com/CiccioTecchio/n-Body_MPI","2018-06-04T14:38:18Z","2022-10-04T08:18:13Z","C",262,3,3,1,"['aws-ec2', 'c', 'mpi']","public",1,0,3
"fastSieve","Sloox/fastSieve","https://github.com/Sloox/fastSieve.git","https://github.com/Sloox/fastSieve","2017-03-30T09:42:07Z","2020-12-22T14:48:16Z","C",26,3,3,1,"['cache', 'cpu-cache', 'mpi', 'openmpi', 'primes', 'primes-search-algorithm']","public",1,0,3
"jacobi-mpi","labgua/jacobi-mpi","https://github.com/labgua/jacobi-mpi.git","https://github.com/labgua/jacobi-mpi","2018-06-15T15:12:05Z","2021-07-09T16:15:49Z","C",277,3,3,1,"['difference', 'jacobi', 'laplace', 'linear', 'mpi', 'resolution', 'system']","public",1,0,3
"MCRaT","lazzati-astro/MCRaT","https://github.com/lazzati-astro/MCRaT.git","https://github.com/lazzati-astro/MCRaT","2017-02-03T20:49:00Z","2021-12-23T19:11:29Z","C",138927,3,3,6,"['astrophysics', 'gamma-ray-burst', 'hdf5', 'hydrodynamic-simulations', 'mpi', 'openmp', 'photons', 'radiative-transfer', 'simulation']","public",6,0,3
"MPI-LU-fact","platipo/MPI-LU-fact","https://github.com/platipo/MPI-LU-fact.git","https://github.com/platipo/MPI-LU-fact","2017-03-08T16:52:31Z","2021-11-17T15:16:06Z","C",16,3,3,4,"['lu-decomposition', 'matrix', 'mpi', 'parallel']","public",4,0,3
"mipt-mcs","leskin-in/mipt-mcs","https://github.com/leskin-in/mipt-mcs.git","https://github.com/leskin-in/mipt-mcs","2020-08-30T13:43:37Z","2022-04-12T15:16:49Z","C",6360,4,4,0,"['cuda', 'hadoop', 'mpi', 'presentation-materials']","public",0,0,4
"Parallel-all-shortest-path","krishanu-2001/Parallel-all-shortest-path","https://github.com/krishanu-2001/Parallel-all-shortest-path.git","https://github.com/krishanu-2001/Parallel-all-shortest-path","2022-01-17T05:59:18Z","2022-09-08T19:43:12Z","C",1354,3,3,0,"['algorithms-and-data-structures', 'c', 'mpi', 'parallel-computing', 'shortest-path-algorithm']","public",0,0,3
"Edge-detection-using-laplacian-operator","mghojal/Edge-detection-using-laplacian-operator","https://github.com/mghojal/Edge-detection-using-laplacian-operator.git","https://github.com/mghojal/Edge-detection-using-laplacian-operator","2018-02-04T11:42:14Z","2020-11-22T11:39:20Z","C",9598,3,3,0,"['cluster', 'edge-detection', 'laplace-operator', 'libpng', 'mpi', 'openmp', 'openmpi', 'parallel-programming', 'png', 'sequential', 'stencil-codes']","public",0,0,3
"Game-of-Life","ogarmpis/Game-of-Life","https://github.com/ogarmpis/Game-of-Life.git","https://github.com/ogarmpis/Game-of-Life","2019-02-21T12:36:33Z","2020-12-01T11:49:41Z","C",669,3,3,1,"['conways-game-of-life', 'cuda', 'mpi', 'openmp', 'parallel']","public",1,0,3
"MetaMorph","vtsynergy/MetaMorph","https://github.com/vtsynergy/MetaMorph.git","https://github.com/vtsynergy/MetaMorph","2016-08-03T14:40:01Z","2021-01-20T19:37:26Z","C",4015,3,3,1,"['clang', 'cuda', 'fortran', 'fpga', 'gpu', 'mpi', 'opencl', 'openmp']","public",1,0,3
"gpu_ring","dc-fukuoka/gpu_ring","https://github.com/dc-fukuoka/gpu_ring.git","https://github.com/dc-fukuoka/gpu_ring","2018-05-09T05:37:56Z","2022-02-04T07:43:02Z","C",8,3,3,0,"['cuda', 'cuda-fortran', 'example', 'fortran', 'gpudirect', 'mpi', 'openacc']","public",0,1,3
"minas-flink","luis-puhl/minas-flink","https://github.com/luis-puhl/minas-flink.git","https://github.com/luis-puhl/minas-flink","2019-09-17T14:33:03Z","2022-07-20T12:30:20Z","C",37224,4,4,1,"['master-degree', 'mpi', 'novelty-detection']","public",1,2,4
"ParallelProgramming","miguelrochajr/ParallelProgramming","https://github.com/miguelrochajr/ParallelProgramming.git","https://github.com/miguelrochajr/ParallelProgramming","2017-05-08T13:31:28Z","2022-03-21T19:14:10Z","C",335,3,3,7,"['c', 'cplusplus', 'mpi', 'multicore', 'openmp', 'parallel-computing', 'parallelism']","public",7,0,3
"parallel-convolution","PetropoulakisPanagiotis/parallel-convolution","https://github.com/PetropoulakisPanagiotis/parallel-convolution.git","https://github.com/PetropoulakisPanagiotis/parallel-convolution","2018-07-24T09:42:25Z","2022-08-07T14:00:15Z","C",5666,3,3,1,"['c', 'convolution', 'dynamic-receiving', 'hybrid-programming', 'mpi', 'mpicc', 'non-blocking-communication', 'openmp', 'parallel', 'parallelconvolution', 'persistent-communication', 'virtual-topologies']","public",1,0,3
"MPI_CountingStars","ADCDS/MPI_CountingStars","https://github.com/ADCDS/MPI_CountingStars.git","https://github.com/ADCDS/MPI_CountingStars","2018-07-17T05:57:33Z","2019-10-04T05:36:02Z","C",1402,3,3,0,"['c', 'image-processing', 'mpi']","public",0,0,3
"NiceWait","jeffhammond/NiceWait","https://github.com/jeffhammond/NiceWait.git","https://github.com/jeffhammond/NiceWait","2020-06-08T05:34:53Z","2020-06-10T22:27:24Z","C",4,3,3,0,"['mpi']","public",0,0,3
"Parallel-Systems-Project","Sitaras/Parallel-Systems-Project","https://github.com/Sitaras/Parallel-Systems-Project.git","https://github.com/Sitaras/Parallel-Systems-Project","2021-11-10T14:02:13Z","2022-03-24T22:22:02Z","C",597,3,3,1,"['cpu', 'cuda', 'hybrid', 'jacobi', 'mpi', 'openmp', 'openmp-optimization', 'openmp-parallelization', 'parallel-programming', 'parallel-systems']","public",1,0,3
"Corrfunc","manodeep/Corrfunc","https://github.com/manodeep/Corrfunc.git","https://github.com/manodeep/Corrfunc","2015-09-30T05:07:04Z","2022-09-19T15:51:54Z","C",157389,140,140,46,"['astrophysics', 'avx', 'avx2', 'avx512', 'c', 'correlation-functions', 'cosmology', 'galaxies', 'intrinsics', 'large-scale-structure', 'openmp', 'pair-counting', 'python', 'simd', 'sse42']","public",46,39,140
"raytracing-render","lagodiuk/raytracing-render","https://github.com/lagodiuk/raytracing-render.git","https://github.com/lagodiuk/raytracing-render","2013-03-31T21:36:50Z","2022-08-03T17:20:07Z","C",33515,71,71,16,"['antialiasing', 'kd-tree', 'libpng', 'openmp', 'raytracing-render']","public",16,3,71
"mcxx","bsc-pm/mcxx","https://github.com/bsc-pm/mcxx.git","https://github.com/bsc-pm/mcxx","2016-06-01T16:02:42Z","2022-10-10T02:57:20Z","C",42421,61,61,20,"['compiler', 'ompss', 'openmp', 'source-to-source']","public",20,11,61
"dataracebench","LLNL/dataracebench","https://github.com/LLNL/dataracebench.git","https://github.com/LLNL/dataracebench","2017-05-26T09:24:22Z","2022-09-22T01:35:51Z","C",46221,59,59,22,"['benchmark', 'data-race', 'microbenchmarks', 'openmp']","public",22,19,59
"bots","bsc-pm/bots","https://github.com/bsc-pm/bots.git","https://github.com/bsc-pm/bots","2016-12-23T15:56:56Z","2022-09-20T15:59:23Z","C",445,37,37,13,"['benchmark', 'ompss', 'openmp', 'testing']","public",13,2,37
"sollve_vv","SOLLVE/sollve_vv","https://github.com/SOLLVE/sollve_vv.git","https://github.com/SOLLVE/sollve_vv","2018-12-13T21:20:03Z","2022-10-03T01:40:02Z","C",2280,36,36,12,"['compilers', 'openmp', 'openmp-offloading', 'openmp-target', 'testing', 'testing-framework', 'validation', 'verification']","public",12,59,36
"cere","benchmark-subsetting/cere","https://github.com/benchmark-subsetting/cere.git","https://github.com/benchmark-subsetting/cere","2015-06-09T13:28:14Z","2022-08-11T13:36:22Z","C",19124,29,29,17,"['checkpoint-restart', 'llvm', 'openmp', 'optimization', 'replayer', 'tool']","public",17,14,29
"Optimizing-DGEMM-on-Intel-CPUs-with-AVX512F","yzhaiustc/Optimizing-DGEMM-on-Intel-CPUs-with-AVX512F","https://github.com/yzhaiustc/Optimizing-DGEMM-on-Intel-CPUs-with-AVX512F.git","https://github.com/yzhaiustc/Optimizing-DGEMM-on-Intel-CPUs-with-AVX512F","2020-09-08T04:31:56Z","2022-09-28T20:13:52Z","C",3489,25,25,10,"['avx512', 'blas', 'gemm', 'mkl', 'openmp', 'simd']","public",10,0,25
"php_mt_seed","openwall/php_mt_seed","https://github.com/openwall/php_mt_seed.git","https://github.com/openwall/php_mt_seed","2021-01-09T18:56:38Z","2022-09-29T15:19:18Z","C",77,14,14,3,"['cracker', 'mersenne-twister', 'mt', 'openmp', 'php', 'rand', 'random', 'seed', 'simd']","public",3,0,14
"parallel-PCA-openmp","arneish/parallel-PCA-openmp","https://github.com/arneish/parallel-PCA-openmp.git","https://github.com/arneish/parallel-PCA-openmp","2019-03-12T11:48:27Z","2022-01-07T08:53:57Z","C",28885,13,13,2,"['c', 'classical-gram-schmidt', 'gram-schmidt', 'modified-gram-schmidt', 'openmp', 'openmp-parallelization', 'parallel-computing', 'pca', 'pca-analysis', 'principal-component-analysis', 'qr-decomposition', 'singular-value-decomposition', 'svd']","public",2,0,13
"parallel-k-means","arneish/parallel-k-means","https://github.com/arneish/parallel-k-means.git","https://github.com/arneish/parallel-k-means","2019-01-29T13:22:39Z","2021-03-16T07:46:33Z","C",23202,13,13,0,"['c', 'kmeans-clustering', 'matplotlib-figures', 'openmp', 'parallel-algorithm', 'parallel-programming', 'pthreads']","public",0,0,13
"TriangleCounting","KarypisLab/TriangleCounting","https://github.com/KarypisLab/TriangleCounting.git","https://github.com/KarypisLab/TriangleCounting","2018-03-05T04:23:23Z","2022-09-08T16:58:45Z","C",760,11,11,1,"['graph', 'graph-algorithms', 'openmp', 'parallel', 'triangle-counting']","public",1,1,11
